fname,plate,mjd,fiberID,subClass,group
spec-0469-51913-0068.fits,469,51913,68,G2,medium
spec-0324-51666-0069.fits,324,51666,69,F5,medium
spec-0323-51615-0376.fits,323,51615,376,F9,medium
spec-0525-52029-0102.fits,525,52029,102,F5,medium
spec-0417-51821-0118.fits,417,51821,118,F5,medium
spec-0344-51693-0237.fits,344,51693,237,F9,medium
spec-0324-51616-0113.fits,324,51616,113,F5,medium
spec-0605-52353-0400.fits,605,52353,400,F5,medium
spec-0357-51813-0251.fits,357,51813,251,G2,medium
spec-0272-51941-0141.fits,272,51941,141,F5,medium
spec-0515-52051-0323.fits,515,52051,323,F9,medium
spec-0367-51997-0036.fits,367,51997,36,F9,medium
spec-0412-51931-0067.fits,412,51931,67,F5,medium
spec-0496-51973-0364.fits,496,51973,364,F9,medium
spec-0398-51789-0328.fits,398,51789,328,F2,medium
spec-0284-51943-0306.fits,284,51943,306,G2,medium
spec-0442-51882-0093.fits,442,51882,93,F5,medium
spec-0431-51877-0394.fits,431,51877,394,F5,medium
spec-0374-51791-0294.fits,374,51791,294,G2,medium
spec-0324-51666-0261.fits,324,51666,261,F9,medium
spec-0406-51900-0344.fits,406,51900,344,F5,medium
spec-0300-51943-0340.fits,300,51943,340,F5,medium
spec-0433-51873-0537.fits,433,51873,537,F5,medium
spec-0373-51788-0272.fits,373,51788,272,F5,medium
spec-0348-51671-0613.fits,348,51671,613,F9,medium
spec-0653-52145-0220.fits,653,52145,220,F5,medium
spec-0453-51915-0268.fits,453,51915,268,F5,medium
spec-0489-51930-0299.fits,489,51930,299,F5,medium
spec-0312-51689-0107.fits,312,51689,107,G2,medium
spec-0419-51868-0536.fits,419,51868,536,G2,medium
spec-0460-51924-0173.fits,460,51924,173,F5,medium
spec-0485-51909-0017.fits,485,51909,17,F5,medium
spec-0582-52045-0001.fits,582,52045,1,F5,medium
spec-0392-51793-0622.fits,392,51793,622,F5,medium
spec-0515-52051-0530.fits,515,52051,530,F9,medium
spec-0633-52079-0128.fits,633,52079,128,F5,medium
spec-0279-51608-0531.fits,279,51608,531,G0,medium
spec-0324-51666-0551.fits,324,51666,551,G2,medium
spec-0282-51658-0011.fits,282,51658,11,F5,medium
spec-0458-51929-0514.fits,458,51929,514,F5,medium
spec-0412-51871-0064.fits,412,51871,64,F5,medium
spec-0606-52365-0422.fits,606,52365,422,F5,medium
spec-0567-52252-0095.fits,567,52252,95,F5,medium
spec-0503-51999-0437.fits,503,51999,437,F5,medium
spec-0415-51879-0269.fits,415,51879,269,G0,medium
spec-0414-51869-0343.fits,414,51869,343,F9,medium
spec-0541-51959-0634.fits,541,51959,634,F5,medium
spec-0346-51693-0268.fits,346,51693,268,F5,medium
spec-0297-51959-0539.fits,297,51959,539,F9,medium
spec-0270-51909-0610.fits,270,51909,610,G0,medium
spec-0434-51885-0021.fits,434,51885,21,F5,medium
spec-0406-51900-0583.fits,406,51900,583,F2,medium
spec-0269-51581-0135.fits,269,51581,135,F9,medium
spec-0304-51609-0026.fits,304,51609,26,F9,medium
spec-0336-51999-0363.fits,336,51999,363,F5,medium
spec-0419-51812-0156.fits,419,51812,156,G2,medium
spec-0634-52164-0236.fits,634,52164,236,F5,medium
spec-0561-52295-0272.fits,561,52295,272,F5,medium
spec-0565-52225-0127.fits,565,52225,127,F2,medium
spec-0285-51930-0577.fits,285,51930,577,G0,medium
spec-0298-51662-0158.fits,298,51662,158,G2,medium
spec-0270-51909-0131.fits,270,51909,131,G0,medium
spec-0344-51693-0407.fits,344,51693,407,F9,medium
spec-0554-52000-0052.fits,554,52000,52,F5,medium
spec-0323-51615-0252.fits,323,51615,252,F9,medium
spec-0430-51877-0398.fits,430,51877,398,F9,medium
spec-0324-51666-0208.fits,324,51666,208,F9,medium
spec-0324-51616-0295.fits,324,51616,295,G2,medium
spec-0276-51909-0033.fits,276,51909,33,F9,medium
spec-0461-51910-0347.fits,461,51910,347,F9,medium
spec-0351-51695-0424.fits,351,51695,424,F9,medium
spec-0574-52366-0075.fits,574,52366,75,F5,medium
spec-0420-51871-0219.fits,420,51871,219,G0,medium
spec-0305-51613-0270.fits,305,51613,270,F5,medium
spec-0552-51992-0594.fits,552,51992,594,F2,medium
spec-0453-51915-0588.fits,453,51915,588,F5,medium
spec-0359-51821-0131.fits,359,51821,131,G0,medium
spec-0353-51703-0503.fits,353,51703,503,F5,medium
spec-0647-52553-0167.fits,647,52553,167,F5,medium
spec-0411-51914-0270.fits,411,51914,270,F9,medium
spec-0310-51990-0397.fits,310,51990,397,F5,medium
spec-0421-51821-0327.fits,421,51821,327,F5,medium
spec-0534-51997-0632.fits,534,51997,632,F5,medium
spec-0497-51989-0618.fits,497,51989,618,F5,medium
spec-0521-52326-0572.fits,521,52326,572,F9,medium
spec-0604-52079-0557.fits,604,52079,557,F5,medium
spec-0607-52368-0557.fits,607,52368,557,F5,medium
spec-0300-51666-0502.fits,300,51666,502,F5,medium
spec-0437-51876-0356.fits,437,51876,356,F5,medium
spec-0532-51993-0443.fits,532,51993,443,F2,medium
spec-0413-51821-0040.fits,413,51821,40,F9,medium
spec-0566-52238-0024.fits,566,52238,24,F5,medium
spec-0450-51908-0119.fits,450,51908,119,F5,medium
spec-0683-52524-0227.fits,683,52524,227,F2,medium
spec-0504-52316-0583.fits,504,52316,583,F5,medium
spec-0324-51666-0469.fits,324,51666,469,F5,medium
spec-0306-51690-0513.fits,306,51690,513,F5,medium
spec-0558-52317-0457.fits,558,52317,457,F5,medium
spec-0305-51613-0114.fits,305,51613,114,F9,medium
spec-0363-51989-0411.fits,363,51989,411,F9,medium
spec-0536-52024-0282.fits,536,52024,282,F5,medium
spec-0304-51609-0525.fits,304,51609,525,G0,medium
spec-0634-52149-0085.fits,634,52149,85,F5,medium
spec-0636-52176-0494.fits,636,52176,494,G0,medium
spec-0355-51788-0570.fits,355,51788,570,G2,medium
spec-0435-51882-0469.fits,435,51882,469,F5,medium
spec-0360-51816-0225.fits,360,51816,225,F9,medium
spec-0412-51931-0626.fits,412,51931,626,F9,medium
spec-0282-51630-0271.fits,282,51630,271,F5,medium
spec-0413-51821-0075.fits,413,51821,75,F2,medium
spec-0360-51780-0638.fits,360,51780,638,F9,medium
spec-0315-51663-0515.fits,315,51663,515,G0,medium
spec-0620-52081-0387.fits,620,52081,387,F9,medium
spec-0418-51817-0406.fits,418,51817,406,F5,medium
spec-0312-51689-0582.fits,312,51689,582,G2,medium
spec-0616-52442-0449.fits,616,52442,449,F5,medium
spec-0305-51613-0229.fits,305,51613,229,G0,medium
spec-0654-52146-0363.fits,654,52146,363,F5,medium
spec-0505-52317-0629.fits,505,52317,629,F5,medium
spec-0411-51873-0344.fits,411,51873,344,F9,medium
spec-0519-52283-0500.fits,519,52283,500,F5,medium
spec-0506-52022-0401.fits,506,52022,401,F5,medium
spec-0439-51877-0558.fits,439,51877,558,F5,medium
spec-0412-52258-0263.fits,412,52258,263,G0,medium
spec-0678-52884-0416.fits,678,52884,416,G0,medium
spec-0509-52374-0242.fits,509,52374,242,F5,medium
spec-0641-52199-0472.fits,641,52199,472,F5,medium
spec-0595-52023-0499.fits,595,52023,499,G2,medium
spec-0550-51959-0258.fits,550,51959,258,F5,medium
spec-0301-51641-0061.fits,301,51641,61,G2,medium
spec-0459-51924-0410.fits,459,51924,410,F5,medium
spec-0346-51693-0332.fits,346,51693,332,F5,medium
spec-0543-52017-0603.fits,543,52017,603,G0,medium
spec-0401-51788-0173.fits,401,51788,173,F2,medium
spec-0417-51821-0068.fits,417,51821,68,G2,medium
spec-0455-51909-0332.fits,455,51909,332,F5,medium
spec-0304-51609-0105.fits,304,51609,105,F5,medium
spec-0412-52258-0070.fits,412,52258,70,F5,medium
spec-0362-51999-0262.fits,362,51999,262,F5,medium
spec-0314-51641-0032.fits,314,51641,32,F9,medium
spec-0476-52027-0172.fits,476,52027,172,F5,medium
spec-0534-51997-0113.fits,534,51997,113,F5,medium
spec-0453-51915-0525.fits,453,51915,525,F5,medium
spec-0518-52282-0385.fits,518,52282,385,F5,medium
spec-0572-52289-0252.fits,572,52289,252,G2,medium
spec-0309-51994-0315.fits,309,51994,315,F2,medium
spec-0513-51989-0075.fits,513,51989,75,F5,medium
spec-0692-52201-0195.fits,692,52201,195,F9,medium
spec-0547-52207-0525.fits,547,52207,525,F5,medium
spec-0617-52072-0014.fits,617,52072,14,F5,medium
spec-0324-51666-0583.fits,324,51666,583,F5,medium
spec-0658-52146-0494.fits,658,52146,494,F5,medium
spec-0346-51693-0594.fits,346,51693,594,F9,medium
spec-0434-51885-0286.fits,434,51885,286,G2,medium
spec-0404-51812-0551.fits,404,51812,551,F5,medium
spec-0408-51821-0186.fits,408,51821,186,G2,medium
spec-0341-51690-0183.fits,341,51690,183,F9,medium
spec-0284-51662-0137.fits,284,51662,137,F9,medium
spec-0340-51691-0326.fits,340,51691,326,F5,medium
spec-0406-52238-0607.fits,406,52238,607,F9,medium
spec-0476-52027-0573.fits,476,52027,573,G2,medium
spec-0412-52235-0156.fits,412,52235,156,F2,medium
spec-0267-51608-0308.fits,267,51608,308,G0,medium
spec-0279-51608-0220.fits,279,51608,220,F9,medium
spec-0419-51868-0377.fits,419,51868,377,F5,medium
spec-0510-52381-0044.fits,510,52381,44,F5,medium
spec-0519-52283-0618.fits,519,52283,618,F5,medium
spec-0570-52266-0015.fits,570,52266,15,F2,medium
spec-0314-51641-0159.fits,314,51641,159,G2,medium
spec-0297-51663-0253.fits,297,51663,253,G2,medium
spec-0613-52345-0318.fits,613,52345,318,F5,medium
spec-0565-52225-0335.fits,565,52225,335,F9,medium
spec-0481-51908-0435.fits,481,51908,435,F5,medium
spec-0612-52079-0078.fits,612,52079,78,F5,medium
spec-0485-51909-0443.fits,485,51909,443,F5,medium
spec-0387-51791-0247.fits,387,51791,247,G2,medium
spec-0437-51869-0177.fits,437,51869,177,F9,medium
spec-0634-52164-0310.fits,634,52164,310,F9,medium
spec-0638-52081-0529.fits,638,52081,529,F5,medium
spec-0399-51817-0609.fits,399,51817,609,F5,medium
spec-0344-51693-0264.fits,344,51693,264,F9,medium
spec-0355-51788-0527.fits,355,51788,527,F5,medium
spec-0616-52442-0424.fits,616,52442,424,G2,medium
spec-0431-51877-0083.fits,431,51877,83,G0,medium
spec-0267-51608-0359.fits,267,51608,359,F5,medium
spec-0336-51999-0051.fits,336,51999,51,F5,medium
spec-0278-51900-0220.fits,278,51900,220,F5,medium
spec-0323-51615-0380.fits,323,51615,380,G2,medium
spec-0533-51994-0570.fits,533,51994,570,F5,medium
spec-0352-51789-0279.fits,352,51789,279,F5,medium
spec-0294-51986-0214.fits,294,51986,214,F5,medium
spec-0309-51994-0624.fits,309,51994,624,F5,medium
spec-0394-51812-0583.fits,394,51812,583,F5,medium
spec-0633-52079-0050.fits,633,52079,50,F9,medium
spec-0323-51615-0391.fits,323,51615,391,G2,medium
spec-0421-51821-0449.fits,421,51821,449,F5,medium
spec-0406-51876-0160.fits,406,51876,160,G2,medium
spec-0437-51876-0205.fits,437,51876,205,F5,medium
spec-0587-52026-0044.fits,587,52026,44,F5,medium
spec-0302-51616-0037.fits,302,51616,37,F9,medium
spec-0582-52045-0045.fits,582,52045,45,F5,medium
spec-0274-51913-0422.fits,274,51913,422,G2,medium
spec-0310-51616-0355.fits,310,51616,355,F5,medium
spec-0323-51615-0326.fits,323,51615,326,F5,medium
spec-0406-51869-0144.fits,406,51869,144,G0,medium
spec-0282-51658-0103.fits,282,51658,103,F9,medium
spec-0634-52149-0309.fits,634,52149,309,F9,medium
spec-0512-51992-0382.fits,512,51992,382,F5,medium
spec-0631-52079-0620.fits,631,52079,620,F9,medium
spec-0304-51609-0237.fits,304,51609,237,F5,medium
spec-0295-51985-0037.fits,295,51985,37,F5,medium
spec-0396-51816-0615.fits,396,51816,615,G0,medium
spec-0309-51666-0553.fits,309,51666,553,F5,medium
spec-0530-52026-0615.fits,530,52026,615,F5,medium
spec-0586-52023-0587.fits,586,52023,587,G2,medium
spec-0279-51608-0577.fits,279,51608,577,F2,medium
spec-0551-51993-0049.fits,551,51993,49,G2,medium
spec-0535-51999-0552.fits,535,51999,552,F5,medium
spec-0349-51699-0417.fits,349,51699,417,G2,medium
spec-0440-51885-0272.fits,440,51885,272,F9,medium
spec-0292-51609-0334.fits,292,51609,334,F5,medium
spec-0516-52017-0554.fits,516,52017,554,F2,medium
spec-0461-51910-0627.fits,461,51910,627,G2,medium
spec-0634-52149-0289.fits,634,52149,289,F9,medium
spec-0705-52200-0506.fits,705,52200,506,F5,medium
spec-0309-51994-0418.fits,309,51994,418,G2,medium
spec-0348-51671-0052.fits,348,51671,52,F9,medium
spec-0419-51812-0275.fits,419,51812,275,G0,medium
spec-0340-51990-0099.fits,340,51990,99,F5,medium
spec-0490-51929-0382.fits,490,51929,382,F2,medium
spec-0281-51614-0064.fits,281,51614,64,G0,medium
spec-0324-51616-0423.fits,324,51616,423,G0,medium
spec-0415-51810-0154.fits,415,51810,154,F5,medium
spec-0603-52056-0479.fits,603,52056,479,F9,medium
spec-0269-51910-0139.fits,269,51910,139,F9,medium
spec-0410-51877-0507.fits,410,51877,507,G0,medium
spec-0588-52029-0302.fits,588,52029,302,F5,medium
spec-0617-52072-0324.fits,617,52072,324,F2,medium
spec-0399-51817-0031.fits,399,51817,31,G0,medium
spec-0582-52045-0208.fits,582,52045,208,F5,medium
spec-0375-52140-0163.fits,375,52140,163,F9,medium
spec-0524-52027-0184.fits,524,52027,184,F9,medium
spec-0315-51663-0431.fits,315,51663,431,F5,medium
spec-0551-51993-0057.fits,551,51993,57,G2,medium
spec-0406-51817-0604.fits,406,51817,604,F9,medium
spec-0443-51873-0423.fits,443,51873,423,F5,medium
spec-0291-51660-0231.fits,291,51660,231,F2,medium
spec-0634-52164-0316.fits,634,52164,316,F9,medium
spec-0288-52000-0406.fits,288,52000,406,F9,medium
spec-0433-51873-0044.fits,433,51873,44,F5,medium
spec-0267-51608-0251.fits,267,51608,251,F9,medium
spec-0323-51615-0164.fits,323,51615,164,F5,medium
spec-0324-51666-0295.fits,324,51666,295,F9,medium
spec-0596-52370-0225.fits,596,52370,225,F5,medium
spec-0637-52174-0375.fits,637,52174,375,G2,medium
spec-0394-51812-0309.fits,394,51812,309,F5,medium
spec-0457-51901-0506.fits,457,51901,506,F5,medium
spec-0392-51793-0605.fits,392,51793,605,F5,medium
spec-0395-51783-0339.fits,395,51783,339,G2,medium
spec-0535-51999-0143.fits,535,51999,143,F9,medium
spec-0574-52356-0050.fits,574,52356,50,F5,medium
spec-0452-51911-0331.fits,452,51911,331,F5,medium
spec-0405-51816-0088.fits,405,51816,88,F5,medium
spec-0310-51616-0129.fits,310,51616,129,G2,medium
spec-0289-51990-0005.fits,289,51990,5,F5,medium
spec-0413-51821-0357.fits,413,51821,357,F5,medium
spec-0454-51908-0630.fits,454,51908,630,F5,medium
spec-0594-52045-0555.fits,594,52045,555,F5,medium
spec-0291-51928-0635.fits,291,51928,635,F9,medium
spec-0589-52055-0515.fits,589,52055,515,F2,medium
spec-0650-52143-0053.fits,650,52143,53,F5,medium
spec-0641-52176-0327.fits,641,52176,327,F9,medium
spec-0555-52266-0100.fits,555,52266,100,F5,medium
spec-0324-51666-0330.fits,324,51666,330,F9,medium
spec-0475-51965-0639.fits,475,51965,639,F5,medium
spec-0409-51871-0562.fits,409,51871,562,F2,medium
spec-0303-51615-0351.fits,303,51615,351,G0,medium
spec-0525-52295-0526.fits,525,52295,526,G2,medium
spec-0542-51993-0597.fits,542,51993,597,F5,medium
spec-0451-51908-0524.fits,451,51908,524,F5,medium
spec-0469-51913-0104.fits,469,51913,104,F9,medium
spec-0634-52149-0525.fits,634,52149,525,F2,medium
spec-0453-51915-0134.fits,453,51915,134,G2,medium
spec-0621-52055-0104.fits,621,52055,104,F5,medium
spec-0423-51821-0613.fits,423,51821,613,F9,medium
spec-0439-51877-0230.fits,439,51877,230,F9,medium
spec-0324-51666-0218.fits,324,51666,218,F9,medium
spec-0655-52162-0095.fits,655,52162,95,G2,medium
spec-0641-52199-0610.fits,641,52199,610,F9,medium
spec-0309-51666-0512.fits,309,51666,512,F5,medium
spec-0411-51817-0344.fits,411,51817,344,F9,medium
spec-0519-52283-0566.fits,519,52283,566,F9,medium
spec-0442-51882-0434.fits,442,51882,434,G2,medium
spec-0483-51902-0276.fits,483,51902,276,G2,medium
spec-0502-51957-0161.fits,502,51957,161,F5,medium
spec-0309-51666-0389.fits,309,51666,389,G2,medium
spec-0302-51688-0059.fits,302,51688,59,F9,medium
spec-0543-52017-0150.fits,543,52017,150,F2,medium
spec-0286-51999-0599.fits,286,51999,599,G2,medium
spec-0549-51981-0615.fits,549,51981,615,F5,medium
spec-0435-51882-0355.fits,435,51882,355,F5,medium
spec-0360-51780-0346.fits,360,51780,346,F9,medium
spec-0384-51821-0630.fits,384,51821,630,F5,medium
spec-0310-51990-0095.fits,310,51990,95,F5,medium
spec-0589-52055-0003.fits,589,52055,3,F5,medium
spec-0293-51689-0200.fits,293,51689,200,F5,medium
spec-0446-51899-0261.fits,446,51899,261,F5,medium
spec-0323-51615-0169.fits,323,51615,169,F5,medium
spec-0309-51666-0525.fits,309,51666,525,F9,medium
spec-0469-51913-0002.fits,469,51913,2,F5,medium
spec-0399-51817-0549.fits,399,51817,549,G2,medium
spec-0414-51869-0516.fits,414,51869,516,F9,medium
spec-0379-51789-0117.fits,379,51789,117,F5,medium
spec-0531-52028-0327.fits,531,52028,327,F5,medium
spec-0543-52017-0583.fits,543,52017,583,F2,medium
spec-0360-51816-0283.fits,360,51816,283,F5,medium
spec-0390-51816-0290.fits,390,51816,290,G0,medium
spec-0394-51913-0031.fits,394,51913,31,F9,medium
spec-0397-51794-0043.fits,397,51794,43,F5,medium
spec-0448-51900-0095.fits,448,51900,95,F5,medium
spec-0648-52559-0339.fits,648,52559,339,F5,medium
spec-0682-52525-0247.fits,682,52525,247,F5,medium
spec-0352-51694-0092.fits,352,51694,92,G0,medium
spec-0415-51879-0623.fits,415,51879,623,G2,medium
spec-0419-51868-0005.fits,419,51868,5,G2,medium
spec-0403-51871-0500.fits,403,51871,500,F2,medium
spec-0323-51615-0076.fits,323,51615,76,F9,medium
spec-0447-51877-0130.fits,447,51877,130,F9,medium
spec-0634-52164-0155.fits,634,52164,155,F5,medium
spec-0408-51821-0609.fits,408,51821,609,F2,medium
spec-0384-51821-0552.fits,384,51821,552,F5,medium
spec-0460-51924-0377.fits,460,51924,377,F5,medium
spec-0306-51637-0621.fits,306,51637,621,F9,medium
spec-0398-51789-0246.fits,398,51789,246,F5,medium
spec-0345-51690-0040.fits,345,51690,40,G2,medium
spec-0640-52200-0104.fits,640,52200,104,G2,medium
spec-0349-51699-0412.fits,349,51699,412,F9,medium
spec-0356-51779-0561.fits,356,51779,561,F5,medium
spec-0340-51990-0611.fits,340,51990,611,F5,medium
spec-0547-52207-0333.fits,547,52207,333,F5,medium
spec-0437-51876-0179.fits,437,51876,179,G2,medium
spec-0293-51689-0552.fits,293,51689,552,G2,medium
spec-0615-52347-0419.fits,615,52347,419,F5,medium
spec-0700-52199-0500.fits,700,52199,500,F5,medium
spec-0568-52254-0047.fits,568,52254,47,F9,medium
spec-0525-52295-0263.fits,525,52295,263,F5,medium
spec-0634-52164-0616.fits,634,52164,616,F2,medium
spec-0277-51908-0313.fits,277,51908,313,G0,medium
spec-0412-51931-0275.fits,412,51931,275,F2,medium
spec-0635-52145-0164.fits,635,52145,164,F9,medium
spec-0308-51662-0065.fits,308,51662,65,F9,medium
spec-0410-51877-0115.fits,410,51877,115,F5,medium
spec-0532-51993-0324.fits,532,51993,324,F5,medium
spec-0291-51928-0496.fits,291,51928,496,F5,medium
spec-0662-52147-0317.fits,662,52147,317,F5,medium
spec-0574-52355-0062.fits,574,52355,62,F5,medium
spec-0638-52081-0434.fits,638,52081,434,F9,medium
spec-0271-51883-0549.fits,271,51883,549,G0,medium
spec-0620-52375-0286.fits,620,52375,286,F5,medium
spec-0440-51912-0150.fits,440,51912,150,F5,medium
spec-0330-52370-0409.fits,330,52370,409,F5,medium
spec-0492-51955-0591.fits,492,51955,591,F9,medium
spec-0437-51876-0535.fits,437,51876,535,F5,medium
spec-0295-51585-0453.fits,295,51585,453,F5,medium
spec-0437-51869-0216.fits,437,51869,216,F5,medium
spec-0390-51900-0308.fits,390,51900,308,F5,medium
spec-0393-51794-0269.fits,393,51794,269,F9,medium
spec-0373-51788-0601.fits,373,51788,601,F5,medium
spec-0481-51908-0302.fits,481,51908,302,F2,medium
spec-0415-51810-0373.fits,415,51810,373,F5,medium
spec-0303-51615-0532.fits,303,51615,532,G2,medium
spec-0358-51818-0522.fits,358,51818,522,F5,medium
spec-0630-52050-0483.fits,630,52050,483,F5,medium
spec-0421-51821-0388.fits,421,51821,388,F9,medium
spec-0324-51616-0278.fits,324,51616,278,F9,medium
spec-0364-52000-0018.fits,364,52000,18,F9,medium
spec-0606-52365-0366.fits,606,52365,366,F5,medium
spec-0475-51965-0105.fits,475,51965,105,F5,medium
spec-0612-52079-0458.fits,612,52079,458,F5,medium
spec-0373-51788-0401.fits,373,51788,401,F5,medium
spec-0638-52081-0338.fits,638,52081,338,F5,medium
spec-0327-52294-0345.fits,327,52294,345,F5,medium
spec-0282-51658-0607.fits,282,51658,607,F5,medium
spec-0286-51999-0294.fits,286,51999,294,F9,medium
spec-0346-51693-0559.fits,346,51693,559,F9,medium
spec-0362-51999-0109.fits,362,51999,109,F9,medium
spec-0268-51633-0360.fits,268,51633,360,F2,medium
spec-0362-51999-0002.fits,362,51999,2,G2,medium
spec-0545-52202-0173.fits,545,52202,173,F5,medium
spec-0413-51821-0105.fits,413,51821,105,F9,medium
spec-0340-51691-0124.fits,340,51691,124,F5,medium
spec-0441-51868-0166.fits,441,51868,166,F5,medium
spec-0424-51893-0076.fits,424,51893,76,F5,medium
spec-0310-51616-0576.fits,310,51616,576,G0,medium
spec-0547-51959-0535.fits,547,51959,535,F9,medium
spec-0657-52177-0598.fits,657,52177,598,F2,medium
spec-0304-51957-0384.fits,304,51957,384,F5,medium
spec-0406-51900-0134.fits,406,51900,134,G2,medium
spec-0415-51810-0261.fits,415,51810,261,F9,medium
spec-0373-51788-0492.fits,373,51788,492,F9,medium
spec-0457-51901-0610.fits,457,51901,610,F5,medium
spec-0503-51999-0425.fits,503,51999,425,F9,medium
spec-0565-52225-0628.fits,565,52225,628,F5,medium
spec-0353-51703-0101.fits,353,51703,101,F9,medium
spec-0579-52338-0077.fits,579,52338,77,F5,medium
spec-0514-51994-0640.fits,514,51994,640,F5,medium
spec-0279-51984-0573.fits,279,51984,573,F2,medium
spec-0529-52025-0006.fits,529,52025,6,G2,medium
spec-0344-51693-0365.fits,344,51693,365,F2,medium
spec-0405-51816-0262.fits,405,51816,262,G2,medium
spec-0503-51999-0051.fits,503,51999,51,F9,medium
spec-0388-51793-0244.fits,388,51793,244,F2,medium
spec-0635-52145-0190.fits,635,52145,190,F9,medium
spec-0333-52313-0326.fits,333,52313,326,F5,medium
spec-0488-51914-0131.fits,488,51914,131,F5,medium
spec-0541-51959-0278.fits,541,51959,278,F5,medium
spec-0543-52017-0572.fits,543,52017,572,F5,medium
spec-0345-51690-0418.fits,345,51690,418,F9,medium
spec-0437-51869-0347.fits,437,51869,347,F9,medium
spec-0634-52149-0192.fits,634,52149,192,F9,medium
spec-0340-51990-0379.fits,340,51990,379,F5,medium
spec-0505-52317-0339.fits,505,52317,339,F2,medium
spec-0346-51693-0130.fits,346,51693,130,F2,medium
spec-0711-52202-0254.fits,711,52202,254,G2,medium
spec-0364-52000-0537.fits,364,52000,537,F2,medium
spec-0308-51662-0299.fits,308,51662,299,G2,medium
spec-0327-52294-0256.fits,327,52294,256,F2,medium
spec-0331-52368-0614.fits,331,52368,614,F5,medium
spec-0429-51820-0616.fits,429,51820,616,G2,medium
spec-0476-52314-0564.fits,476,52314,564,F9,medium
spec-0641-52176-0352.fits,641,52176,352,G2,medium
spec-0525-52295-0435.fits,525,52295,435,F9,medium
spec-0684-52523-0416.fits,684,52523,416,F5,medium
spec-0297-51959-0255.fits,297,51959,255,F9,medium
spec-0502-51957-0613.fits,502,51957,613,F2,medium
spec-0638-52081-0584.fits,638,52081,584,F9,medium
spec-0398-51789-0236.fits,398,51789,236,F9,medium
spec-0515-52051-0393.fits,515,52051,393,F5,medium
spec-0339-51692-0013.fits,339,51692,13,F5,medium
spec-0412-52235-0452.fits,412,52235,452,F9,medium
spec-0506-52022-0436.fits,506,52022,436,G2,medium
spec-0385-51877-0294.fits,385,51877,294,F5,medium
spec-0573-52325-0052.fits,573,52325,52,F5,medium
spec-0635-52145-0005.fits,635,52145,5,F9,medium
spec-0345-51690-0541.fits,345,51690,541,F9,medium
spec-0561-52295-0611.fits,561,52295,611,F5,medium
spec-0338-51694-0196.fits,338,51694,196,F9,medium
spec-0384-51821-0287.fits,384,51821,287,F5,medium
spec-0357-51813-0091.fits,357,51813,91,F2,medium
spec-0535-51999-0312.fits,535,51999,312,F5,medium
spec-0388-51793-0574.fits,388,51793,574,F5,medium
spec-0678-52884-0153.fits,678,52884,153,F5,medium
spec-0409-51871-0334.fits,409,51871,334,G0,medium
spec-0431-51877-0183.fits,431,51877,183,F5,medium
spec-0428-51883-0590.fits,428,51883,590,F9,medium
spec-0337-51997-0065.fits,337,51997,65,F5,medium
spec-0311-51665-0359.fits,311,51665,359,G2,medium
spec-0286-51999-0414.fits,286,51999,414,F5,medium
spec-0617-52072-0592.fits,617,52072,592,G2,medium
spec-0524-52027-0502.fits,524,52027,502,G2,medium
spec-0636-52176-0487.fits,636,52176,487,F9,medium
spec-0667-52163-0016.fits,667,52163,16,F9,medium
spec-0591-52022-0049.fits,591,52022,49,F5,medium
spec-0682-52525-0030.fits,682,52525,30,F5,medium
spec-0455-51909-0115.fits,455,51909,115,G2,medium
spec-0340-51990-0307.fits,340,51990,307,F5,medium
spec-0384-51821-0329.fits,384,51821,329,G2,medium
spec-0304-51609-0410.fits,304,51609,410,F5,medium
spec-0307-51663-0391.fits,307,51663,391,G0,medium
spec-0282-51658-0545.fits,282,51658,545,F2,medium
spec-0586-52023-0534.fits,586,52023,534,F9,medium
spec-0323-51615-0057.fits,323,51615,57,F9,medium
spec-0304-51957-0402.fits,304,51957,402,F5,medium
spec-0378-52146-0041.fits,378,52146,41,F9,medium
spec-0637-52174-0167.fits,637,52174,167,F5,medium
spec-0404-51812-0143.fits,404,51812,143,F5,medium
spec-0335-52000-0287.fits,335,52000,287,G2,medium
spec-0539-52017-0106.fits,539,52017,106,G2,medium
spec-0300-51943-0422.fits,300,51943,422,F9,medium
spec-0281-51614-0596.fits,281,51614,596,F9,medium
spec-0296-51984-0397.fits,296,51984,397,F9,medium
spec-0305-51613-0300.fits,305,51613,300,F5,medium
spec-0324-51616-0310.fits,324,51616,310,F9,medium
spec-0302-51616-0302.fits,302,51616,302,F9,medium
spec-0327-52294-0569.fits,327,52294,569,G2,medium
spec-0302-51616-0344.fits,302,51616,344,F5,medium
spec-0385-51783-0284.fits,385,51783,284,F5,medium
spec-0493-51957-0358.fits,493,51957,358,G0,medium
spec-0398-51789-0232.fits,398,51789,232,G2,medium
spec-0360-51816-0240.fits,360,51816,240,F9,medium
spec-0354-51792-0632.fits,354,51792,632,F5,medium
spec-0394-51913-0566.fits,394,51913,566,F9,medium
spec-0269-51910-0216.fits,269,51910,216,F9,medium
spec-0644-52149-0333.fits,644,52149,333,G0,medium
spec-0394-51876-0303.fits,394,51876,303,F5,medium
spec-0344-51693-0571.fits,344,51693,571,F9,medium
spec-0633-52079-0563.fits,633,52079,563,F5,medium
spec-0323-51615-0021.fits,323,51615,21,G2,medium
spec-0528-52022-0150.fits,528,52022,150,F5,medium
